,rh1,rh2,ang,energia
9678,1.65,1.975,102.0,-76.011392
9679,1.65,2.025,102.0,-76.00687099999999
9680,1.65,2.075,102.0,-76.001712
9681,1.65,2.125,102.0,-75.996033
9682,1.7,1.325,102.0,-75.899345
9683,1.7,1.375,102.0,-75.931921
9684,1.7,1.425,102.0,-75.95784300000001
9685,1.7,1.475,102.0,-75.978187
9686,1.7,1.525,102.0,-75.993848
9687,1.7,1.575,102.0,-76.005575
9688,1.7,1.625,102.0,-76.013997
9689,1.7,1.675,102.0,-76.01964100000001
9690,1.7,1.725,102.0,-76.022952
9691,1.7,1.775,102.0,-76.02430799999999
9692,1.7,1.825,102.0,-76.024025
9693,1.7,1.875,102.0,-76.022375
9694,1.7,1.925,102.0,-76.019586
9695,1.7,1.975,102.0,-76.015853
9696,1.7,2.025,102.0,-76.011342
9697,1.7,2.075,102.0,-76.006192
9698,1.7,2.125,102.0,-76.000524
9699,1.75,1.325,102.0,-75.901579
9700,1.75,1.375,102.0,-75.934168
9701,1.75,1.425,102.0,-75.960099
9702,1.75,1.475,102.0,-75.980451
9703,1.75,1.525,102.0,-75.996119
9704,1.75,1.575,102.0,-76.007852
9705,1.75,1.625,102.0,-76.016279
9706,1.75,1.675,102.0,-76.021928
9707,1.75,1.725,102.0,-76.025245
9708,1.75,1.775,102.0,-76.026606
9709,1.75,1.825,102.0,-76.02633
9710,1.75,1.875,102.0,-76.024686
9711,1.75,1.925,102.0,-76.021904
9712,1.75,1.975,102.0,-76.018179
9713,1.75,2.025,102.0,-76.013676
9714,1.75,2.075,102.0,-76.00853599999999
9715,1.75,2.125,102.0,-76.00287900000001
9716,1.8,1.325,102.0,-75.90202099999999
9717,1.8,1.375,102.0,-75.93462199999999
9718,1.8,1.425,102.0,-75.960564
9719,1.8,1.475,102.0,-75.980923
9720,1.8,1.525,102.0,-75.996599
9721,1.8,1.575,102.0,-76.008338
9722,1.8,1.625,102.0,-76.01677099999999
9723,1.8,1.675,102.0,-76.022426
9724,1.8,1.725,102.0,-76.025748
9725,1.8,1.775,102.0,-76.02711500000001
9726,1.8,1.825,102.0,-76.026844
9727,1.8,1.875,102.0,-76.025207
9728,1.8,1.925,102.0,-76.02243299999999
9729,1.8,1.975,102.0,-76.018716
9730,1.8,2.025,102.0,-76.014222
9731,1.8,2.075,102.0,-76.00909200000001
9732,1.8,2.125,102.0,-76.003445
9733,1.85,1.325,102.0,-75.90096199999999
9734,1.85,1.375,102.0,-75.933576
9735,1.85,1.425,102.0,-75.959528
9736,1.85,1.475,102.0,-75.979896
9737,1.85,1.525,102.0,-75.995579
9738,1.85,1.575,102.0,-76.007325
9739,1.85,1.625,102.0,-76.015764
9740,1.85,1.675,102.0,-76.021425
9741,1.85,1.725,102.0,-76.024754
9742,1.85,1.775,102.0,-76.026126
9743,1.85,1.825,102.0,-76.025863
9744,1.85,1.875,102.0,-76.024233
9745,1.85,1.925,102.0,-76.021466
9746,1.85,1.975,102.0,-76.017758
9747,1.85,2.025,102.0,-76.013273
9748,1.85,2.075,102.0,-76.008152
9749,1.85,2.125,102.0,-76.002515
9750,1.9,1.325,102.0,-75.898651
9751,1.9,1.375,102.0,-75.93127700000001
9752,1.9,1.425,102.0,-75.95724
9753,1.9,1.475,102.0,-75.977618
9754,1.9,1.525,102.0,-75.993309
9755,1.9,1.575,102.0,-76.005062
9756,1.9,1.625,102.0,-76.013508
9757,1.9,1.675,102.0,-76.019176
9758,1.9,1.725,102.0,-76.022511
9759,1.9,1.775,102.0,-76.023891
9760,1.9,1.825,102.0,-76.023634
9761,1.9,1.875,102.0,-76.022012
9762,1.9,1.925,102.0,-76.019253
9763,1.9,1.975,102.0,-76.01555400000001
9764,1.9,2.025,102.0,-76.011078
9765,1.9,2.075,102.0,-76.005967
9766,1.9,2.125,102.0,-76.000341
9767,1.95,1.325,102.0,-75.895296
9768,1.95,1.375,102.0,-75.92793499999999
9769,1.95,1.425,102.0,-75.95391
9770,1.95,1.475,102.0,-75.974298
9771,1.95,1.525,102.0,-75.989998
9772,1.95,1.575,102.0,-76.00176
9773,1.95,1.625,102.0,-76.010214
9774,1.95,1.675,102.0,-76.015889
9775,1.95,1.725,102.0,-76.01923199999999
9776,1.95,1.775,102.0,-76.020619
9777,1.95,1.825,102.0,-76.02037
9778,1.95,1.875,102.0,-76.01875600000001
9779,1.95,1.925,102.0,-76.016006
9780,1.95,1.975,102.0,-76.012315
9781,1.95,2.025,102.0,-76.007849
9782,1.95,2.075,102.0,-76.002748
9783,1.95,2.125,102.0,-75.997132
9784,2.0,1.325,102.0,-75.891076
9785,2.0,1.375,102.0,-75.92373
9786,2.0,1.425,102.0,-75.949717
9787,2.0,1.475,102.0,-75.970116
9788,2.0,1.525,102.0,-75.985826
9789,2.0,1.575,102.0,-75.997597
9790,2.0,1.625,102.0,-76.00605999999999
9791,2.0,1.675,102.0,-76.011744
9792,2.0,1.725,102.0,-76.015095
9793,2.0,1.775,102.0,-76.01649
9794,2.0,1.825,102.0,-76.01625
9795,2.0,1.875,102.0,-76.014645
9796,2.0,1.925,102.0,-76.011904
9797,2.0,1.975,102.0,-76.008223
9798,2.0,2.025,102.0,-76.003766
9799,2.0,2.075,102.0,-75.998675
9800,2.0,2.125,102.0,-75.99306999999999
9801,2.05,1.325,102.0,-75.88614399999999
9802,2.05,1.375,102.0,-75.918813
9803,2.05,1.425,102.0,-75.94481400000001
9804,2.05,1.475,102.0,-75.965225
9805,2.05,1.525,102.0,-75.980946
9806,2.05,1.575,102.0,-75.992727
9807,2.05,1.625,102.0,-76.001199
9808,2.05,1.675,102.0,-76.00689200000001
9809,2.05,1.725,102.0,-76.010253
9810,2.05,1.775,102.0,-76.011657
9811,2.05,1.825,102.0,-76.011427
9812,2.05,1.875,102.0,-76.009831
9813,2.05,1.925,102.0,-76.007099
9814,2.05,1.975,102.0,-76.003428
9815,2.05,2.025,102.0,-75.998982
9816,2.05,2.075,102.0,-75.993901
9817,2.05,2.125,102.0,-75.98830600000001
9818,2.1,1.325,102.0,-75.880628
9819,2.1,1.375,102.0,-75.913313
9820,2.1,1.425,102.0,-75.939328
9821,2.1,1.475,102.0,-75.95975200000001
9822,2.1,1.525,102.0,-75.97548499999999
9823,2.1,1.575,102.0,-75.987278
9824,2.1,1.625,102.0,-75.995761
9825,2.1,1.675,102.0,-76.001464
9826,2.1,1.725,102.0,-76.004835
9827,2.1,1.775,102.0,-76.00625
9828,2.1,1.825,102.0,-76.006029
9829,2.1,1.875,102.0,-76.00444300000001
9830,2.1,1.925,102.0,-76.001722
9831,2.1,1.975,102.0,-75.99806099999999
9832,2.1,2.025,102.0,-75.993625
9833,2.1,2.075,102.0,-75.98855400000001
9834,2.1,2.125,102.0,-75.98297
9835,1.3,1.325,102.5,-75.759001
9836,1.3,1.375,102.5,-75.791422
9837,1.3,1.425,102.5,-75.817211
9838,1.3,1.475,102.5,-75.837438
9839,1.3,1.525,102.5,-75.85299499999999
9840,1.3,1.575,102.5,-75.864627
9841,1.3,1.625,102.5,-75.872959
9842,1.3,1.675,102.5,-75.878517
9843,1.3,1.725,102.5,-75.881744
9844,1.3,1.775,102.5,-75.883014
9845,1.3,1.825,102.5,-75.882643
9846,1.3,1.875,102.5,-75.880901
9847,1.3,1.925,102.5,-75.878015
9848,1.3,1.975,102.5,-75.874178
9849,1.3,2.025,102.5,-75.869556
9850,1.3,2.075,102.5,-75.864289
9851,1.3,2.125,102.5,-75.85849499999999
9852,1.35,1.325,102.5,-75.79522
9853,1.35,1.375,102.5,-75.827667
9854,1.35,1.425,102.5,-75.85347800000001
9855,1.35,1.475,102.5,-75.873725
9856,1.35,1.525,102.5,-75.8893
9857,1.35,1.575,102.5,-75.900949
9858,1.35,1.625,102.5,-75.909297
9859,1.35,1.675,102.5,-75.91487
9860,1.35,1.725,102.5,-75.918111
9861,1.35,1.775,102.5,-75.919395
9862,1.35,1.825,102.5,-75.919038
9863,1.35,1.875,102.5,-75.917311
9864,1.35,1.925,102.5,-75.914439
9865,1.35,1.975,102.5,-75.910619
9866,1.35,2.025,102.5,-75.906013
9867,1.35,2.075,102.5,-75.900763
9868,1.35,2.125,102.5,-75.894988
9869,1.4,1.325,102.5,-75.824191
9870,1.4,1.375,102.5,-75.85665999999999
9871,1.4,1.425,102.5,-75.88249
9872,1.4,1.475,102.5,-75.902754
9873,1.4,1.525,102.5,-75.91834399999999
9874,1.4,1.575,102.5,-75.930006
9875,1.4,1.625,102.5,-75.938367
9876,1.4,1.675,102.5,-75.943952
9877,1.4,1.725,102.5,-75.94720500000001
9878,1.4,1.775,102.5,-75.94850100000001
9879,1.4,1.825,102.5,-75.94815600000001
9880,1.4,1.875,102.5,-75.94644100000001
9881,1.4,1.925,102.5,-75.94358199999999
9882,1.4,1.975,102.5,-75.939775
9883,1.4,2.025,102.5,-75.93518399999999
9884,1.4,2.075,102.5,-75.929949
9885,1.4,2.125,102.5,-75.92419100000001
9886,1.45,1.325,102.5,-75.847089
9887,1.45,1.375,102.5,-75.879577
9888,1.45,1.425,102.5,-75.905424
9889,1.45,1.475,102.5,-75.925702
9890,1.45,1.525,102.5,-75.941304
9891,1.45,1.575,102.5,-75.952978
9892,1.45,1.625,102.5,-75.961349
9893,1.45,1.675,102.5,-75.966944
9894,1.45,1.725,102.5,-75.97020699999999
9895,1.45,1.775,102.5,-75.971512
9896,1.45,1.825,102.5,-75.97117800000001
9897,1.45,1.875,102.5,-75.969473
9898,1.45,1.925,102.5,-75.966625
9899,1.45,1.975,102.5,-75.96283000000001
9900,1.45,2.025,102.5,-75.958252
9901,1.45,2.075,102.5,-75.95303100000001
9902,1.45,2.125,102.5,-75.947287
9903,1.5,1.325,102.5,-75.864889
9904,1.5,1.375,102.5,-75.89739399999999
9905,1.5,1.425,102.5,-75.92325600000001
9906,1.5,1.475,102.5,-75.943546
9907,1.5,1.525,102.5,-75.959159
9908,1.5,1.575,102.5,-75.970842
9909,1.5,1.625,102.5,-75.979222
9910,1.5,1.675,102.5,-75.984826
9911,1.5,1.725,102.5,-75.988096
9912,1.5,1.775,102.5,-75.98940999999999
9913,1.5,1.825,102.5,-75.98908399999999
9914,1.5,1.875,102.5,-75.987388
9915,1.5,1.925,102.5,-75.984551
9916,1.5,1.975,102.5,-75.980767
9917,1.5,2.025,102.5,-75.9762
9918,1.5,2.075,102.5,-75.97099200000001
9919,1.5,2.125,102.5,-75.965262
9920,1.55,1.325,102.5,-75.878407
9921,1.55,1.375,102.5,-75.910928
9922,1.55,1.425,102.5,-75.936803
9923,1.55,1.475,102.5,-75.957104
9924,1.55,1.525,102.5,-75.972727
9925,1.55,1.575,102.5,-75.984418
9926,1.55,1.625,102.5,-75.992805
9927,1.55,1.675,102.5,-75.998416
9928,1.55,1.725,102.5,-76.001694
9929,1.55,1.775,102.5,-76.003015
9930,1.55,1.825,102.5,-76.002697
9931,1.55,1.875,102.5,-76.001009
9932,1.55,1.925,102.5,-75.998181
9933,1.55,1.975,102.5,-75.99440600000001
9934,1.55,2.025,102.5,-75.989851
9935,1.55,2.075,102.5,-75.984655
9936,1.55,2.125,102.5,-75.978937
9937,1.6,1.325,102.5,-75.888326
9938,1.6,1.375,102.5,-75.920862
9939,1.6,1.425,102.5,-75.946748
9940,1.6,1.475,102.5,-75.96706
9941,1.6,1.525,102.5,-75.982691
9942,1.6,1.575,102.5,-75.994389
9943,1.6,1.625,102.5,-76.00278399999999
9944,1.6,1.675,102.5,-76.0084
9945,1.6,1.725,102.5,-76.011685
9946,1.6,1.775,102.5,-76.013012
9947,1.6,1.825,102.5,-76.012701
9948,1.6,1.875,102.5,-76.011021
9949,1.6,1.925,102.5,-76.008201
9950,1.6,1.975,102.5,-76.004436
9951,1.6,2.025,102.5,-75.999891
9952,1.6,2.075,102.5,-75.99470600000001
9953,1.6,2.125,102.5,-75.989001
9954,1.65,1.325,102.5,-75.895219
9955,1.65,1.375,102.5,-75.927768
9956,1.65,1.425,102.5,-75.953666
9957,1.65,1.475,102.5,-75.973987
9958,1.65,1.525,102.5,-75.989625
9959,1.65,1.575,102.5,-76.00133100000001
9960,1.65,1.625,102.5,-76.009732
9961,1.65,1.675,102.5,-76.015355
9962,1.65,1.725,102.5,-76.01864499999999
9963,1.65,1.775,102.5,-76.019979
9964,1.65,1.825,102.5,-76.019674
9965,1.65,1.875,102.5,-76.018002
9966,1.65,1.925,102.5,-76.01519
9967,1.65,1.975,102.5,-76.011434
9968,1.65,2.025,102.5,-76.00689799999999
9969,1.65,2.075,102.5,-76.001724
9970,1.65,2.125,102.5,-75.996031
9971,1.7,1.325,102.5,-75.899568
9972,1.7,1.375,102.5,-75.93213100000001
9973,1.7,1.425,102.5,-75.958039
9974,1.7,1.475,102.5,-75.978369
9975,1.7,1.525,102.5,-75.994015
9976,1.7,1.575,102.5,-76.005728
9977,1.7,1.625,102.5,-76.014134
9978,1.7,1.675,102.5,-76.019763
9979,1.7,1.725,102.5,-76.023059
9980,1.7,1.775,102.5,-76.024399
9981,1.7,1.825,102.5,-76.024102
9982,1.7,1.875,102.5,-76.022436
9983,1.7,1.925,102.5,-76.019632
9984,1.7,1.975,102.5,-76.015885
9985,1.7,2.025,102.5,-76.011359
9986,1.7,2.075,102.5,-76.006196
9987,1.7,2.125,102.5,-76.000514
9988,1.75,1.325,102.5,-75.901781
9989,1.75,1.375,102.5,-75.93435699999999
9990,1.75,1.425,102.5,-75.96027600000001
9991,1.75,1.475,102.5,-75.980614
9992,1.75,1.525,102.5,-75.996268
9993,1.75,1.575,102.5,-76.007987
9994,1.75,1.625,102.5,-76.0164
9995,1.75,1.675,102.5,-76.022035
9996,1.75,1.725,102.5,-76.025337
9997,1.75,1.775,102.5,-76.026684
9998,1.75,1.825,102.5,-76.026393
9999,1.75,1.875,102.5,-76.02473499999999
10000,1.75,1.925,102.5,-76.021939
10001,1.75,1.975,102.5,-76.0182
10002,1.75,2.025,102.5,-76.013684
10003,1.75,2.075,102.5,-76.008531
10004,1.75,2.125,102.5,-76.002861
10005,1.8,1.325,102.5,-75.902202
10006,1.8,1.375,102.5,-75.93479
10007,1.8,1.425,102.5,-75.96072
10008,1.8,1.475,102.5,-75.98106700000001
10009,1.8,1.525,102.5,-75.996729
10010,1.8,1.575,102.5,-76.00845600000001
10011,1.8,1.625,102.5,-76.016875
10012,1.8,1.675,102.5,-76.02251600000001
10013,1.8,1.725,102.5,-76.025825
10014,1.8,1.775,102.5,-76.027178
10015,1.8,1.825,102.5,-76.026894
10016,1.8,1.875,102.5,-76.025244
10017,1.8,1.925,102.5,-76.022456
10018,1.8,1.975,102.5,-76.018726
10019,1.8,2.025,102.5,-76.01422
10020,1.8,2.075,102.5,-76.009077
10021,1.8,2.125,102.5,-76.00341800000001
10022,1.85,1.325,102.5,-75.901122
10023,1.85,1.375,102.5,-75.933724
10024,1.85,1.425,102.5,-75.959664
10025,1.85,1.475,102.5,-75.980021
10026,1.85,1.525,102.5,-75.995692
10027,1.85,1.575,102.5,-76.007426
10028,1.85,1.625,102.5,-76.015852
10029,1.85,1.675,102.5,-76.0215
10030,1.85,1.725,102.5,-76.024816
10031,1.85,1.775,102.5,-76.026176
10032,1.85,1.825,102.5,-76.0259
10033,1.85,1.875,102.5,-76.02425699999999
10034,1.85,1.925,102.5,-76.021478
10035,1.85,1.975,102.5,-76.017758
10036,1.85,2.025,102.5,-76.013261
10037,1.85,2.075,102.5,-76.008129
10038,1.85,2.125,102.5,-76.002481
10039,1.9,1.325,102.5,-75.89878900000001
10040,1.9,1.375,102.5,-75.931404
10041,1.9,1.425,102.5,-75.957357
10042,1.9,1.475,102.5,-75.977724
10043,1.9,1.525,102.5,-75.993403
10044,1.9,1.575,102.5,-76.005145
10045,1.9,1.625,102.5,-76.01358
10046,1.9,1.675,102.5,-76.01923599999999
10047,1.9,1.725,102.5,-76.022559
10048,1.9,1.775,102.5,-76.023927
10049,1.9,1.825,102.5,-76.023658
10050,1.9,1.875,102.5,-76.022024
10051,1.9,1.925,102.5,-76.019254
10052,1.9,1.975,102.5,-76.01554300000001
10053,1.9,2.025,102.5,-76.011057
10054,1.9,2.075,102.5,-76.005935
10055,1.9,2.125,102.5,-76.000299
10056,1.95,1.325,102.5,-75.895414
10057,1.95,1.375,102.5,-75.928043
10058,1.95,1.425,102.5,-75.954008
10059,1.95,1.475,102.5,-75.974386
10060,1.95,1.525,102.5,-75.990075
10061,1.95,1.575,102.5,-76.001826
10062,1.95,1.625,102.5,-76.010269
10063,1.95,1.675,102.5,-76.01593299999999
10064,1.95,1.725,102.5,-76.019265
10065,1.95,1.775,102.5,-76.020641
10066,1.95,1.825,102.5,-76.020382
10067,1.95,1.875,102.5,-76.018757
10068,1.95,1.925,102.5,-76.015996
10069,1.95,1.975,102.5,-76.012295
10070,1.95,2.025,102.5,-76.007819
10071,1.95,2.075,102.5,-76.002708
10072,1.95,2.125,102.5,-75.99708299999999
10073,2.0,1.325,102.5,-75.89117399999999
10074,2.0,1.375,102.5,-75.92381800000001
10075,2.0,1.425,102.5,-75.94979599999999
10076,2.0,1.475,102.5,-75.970186
10077,2.0,1.525,102.5,-75.985886
10078,2.0,1.575,102.5,-75.997647
10079,2.0,1.625,102.5,-76.0061
10080,2.0,1.675,102.5,-76.011773
10081,2.0,1.725,102.5,-76.015114
10082,2.0,1.775,102.5,-76.016499
10083,2.0,1.825,102.5,-76.016249
10084,2.0,1.875,102.5,-76.014634
10085,2.0,1.925,102.5,-76.011883
10086,2.0,1.975,102.5,-76.00819200000001
10087,2.0,2.025,102.5,-76.003727
10088,2.0,2.075,102.5,-75.998627
10089,2.0,2.125,102.5,-75.993013
10090,2.05,1.325,102.5,-75.886222
10091,2.05,1.375,102.5,-75.918882
10092,2.05,1.425,102.5,-75.944874
10093,2.05,1.475,102.5,-75.965277
10094,2.05,1.525,102.5,-75.980988
10095,2.05,1.575,102.5,-75.99276
10096,2.05,1.625,102.5,-76.001224
10097,2.05,1.675,102.5,-76.006907
10098,2.05,1.725,102.5,-76.010258
10099,2.05,1.775,102.5,-76.01165400000001
10100,2.05,1.825,102.5,-76.011414
10101,2.05,1.875,102.5,-76.00980899999999
10102,2.05,1.925,102.5,-76.007068
10103,2.05,1.975,102.5,-76.003388
10104,2.05,2.025,102.5,-75.998933
10105,2.05,2.075,102.5,-75.993845
10106,2.05,2.125,102.5,-75.988241
10107,2.1,1.325,102.5,-75.880686
10108,2.1,1.375,102.5,-75.913364
10109,2.1,1.425,102.5,-75.939371
10110,2.1,1.475,102.5,-75.959787
10111,2.1,1.525,102.5,-75.975512
10112,2.1,1.575,102.5,-75.987296
10113,2.1,1.625,102.5,-75.99577099999999
10114,2.1,1.675,102.5,-76.00146600000001
10115,2.1,1.725,102.5,-76.004827
10116,2.1,1.775,102.5,-76.00623399999999
10117,2.1,1.825,102.5,-76.006005
10118,2.1,1.875,102.5,-76.00441
10119,2.1,1.925,102.5,-76.001681
10120,2.1,1.975,102.5,-75.998012
10121,2.1,2.025,102.5,-75.99356800000001
10122,2.1,2.075,102.5,-75.988491
10123,2.1,2.125,102.5,-75.98289799999999
10124,1.3,1.325,103.0,-75.75936899999999
10125,1.3,1.375,103.0,-75.791771
10126,1.3,1.425,103.0,-75.81754000000001
10127,1.3,1.475,103.0,-75.837747
10128,1.3,1.525,103.0,-75.85328299999999
10129,1.3,1.575,103.0,-75.86489399999999
10130,1.3,1.625,103.0,-75.873205
10131,1.3,1.675,103.0,-75.878742
10132,1.3,1.725,103.0,-75.881947
10133,1.3,1.775,103.0,-75.883195
10134,1.3,1.825,103.0,-75.88280300000001
10135,1.3,1.875,103.0,-75.88104
10136,1.3,1.925,103.0,-75.87813299999999
10137,1.3,1.975,103.0,-75.874276
10138,1.3,2.025,103.0,-75.869633
10139,1.3,2.075,103.0,-75.864346
10140,1.3,2.125,103.0,-75.85853399999999
10141,1.35,1.325,103.0,-75.795569
10142,1.35,1.375,103.0,-75.827997
10143,1.35,1.425,103.0,-75.85379
10144,1.35,1.475,103.0,-75.874018
10145,1.35,1.525,103.0,-75.889573
10146,1.35,1.575,103.0,-75.901201
10147,1.35,1.625,103.0,-75.909529
10148,1.35,1.675,103.0,-75.915081
10149,1.35,1.725,103.0,-75.918301
10150,1.35,1.775,103.0,-75.91956400000001
10151,1.35,1.825,103.0,-75.919187
10152,1.35,1.875,103.0,-75.917439
10153,1.35,1.925,103.0,-75.914548
10154,1.35,1.975,103.0,-75.91070699999999
10155,1.35,2.025,103.0,-75.906082
10156,1.35,2.075,103.0,-75.900813
10157,1.35,2.125,103.0,-75.89501899999999
10158,1.4,1.325,103.0,-75.82452099999999
10159,1.4,1.375,103.0,-75.856972
10160,1.4,1.425,103.0,-75.882785
10161,1.4,1.475,103.0,-75.90303
10162,1.4,1.525,103.0,-75.9186
10163,1.4,1.575,103.0,-75.93024399999999
10164,1.4,1.625,103.0,-75.93858399999999
10165,1.4,1.675,103.0,-75.944149
10166,1.4,1.725,103.0,-75.94738199999999
10167,1.4,1.775,103.0,-75.948658
10168,1.4,1.825,103.0,-75.948293
10169,1.4,1.875,103.0,-75.946558
10170,1.4,1.925,103.0,-75.94368
10171,1.4,1.975,103.0,-75.939854
10172,1.4,2.025,103.0,-75.935244
10173,1.4,2.075,103.0,-75.929991
10174,1.4,2.125,103.0,-75.924214
10175,1.45,1.325,103.0,-75.847399
10176,1.45,1.375,103.0,-75.87987
10177,1.45,1.425,103.0,-75.9057
10178,1.45,1.475,103.0,-75.92596
10179,1.45,1.525,103.0,-75.941544
10180,1.45,1.575,103.0,-75.953199
10181,1.45,1.625,103.0,-75.961551
10182,1.45,1.675,103.0,-75.967127
10183,1.45,1.725,103.0,-75.970371
10184,1.45,1.775,103.0,-75.971657
10185,1.45,1.825,103.0,-75.971303
10186,1.45,1.875,103.0,-75.96957900000001
10187,1.45,1.925,103.0,-75.966713
10188,1.45,1.975,103.0,-75.962899
10189,1.45,2.025,103.0,-75.958303
10190,1.45,2.075,103.0,-75.95306500000001
10191,1.45,2.125,103.0,-75.947304
10192,1.5,1.325,103.0,-75.865179
10193,1.5,1.375,103.0,-75.897669
10194,1.5,1.425,103.0,-75.923514
10195,1.5,1.475,103.0,-75.943787
10196,1.5,1.525,103.0,-75.95938199999999
10197,1.5,1.575,103.0,-75.971048
10198,1.5,1.625,103.0,-75.97940899999999
10199,1.5,1.675,103.0,-75.984994
10200,1.5,1.725,103.0,-75.988247
10201,1.5,1.775,103.0,-75.989542
10202,1.5,1.825,103.0,-75.98919699999999
10203,1.5,1.875,103.0,-75.987483
10204,1.5,1.925,103.0,-75.984628
10205,1.5,1.975,103.0,-75.98082600000001
10206,1.5,2.025,103.0,-75.976242
10207,1.5,2.075,103.0,-75.971017
10208,1.5,2.125,103.0,-75.965271
10209,1.55,1.325,103.0,-75.878677
10210,1.55,1.375,103.0,-75.911183
10211,1.55,1.425,103.0,-75.937042
10212,1.55,1.475,103.0,-75.957327
10213,1.55,1.525,103.0,-75.972933
10214,1.55,1.575,103.0,-75.984607
10215,1.55,1.625,103.0,-75.992977
10216,1.55,1.675,103.0,-75.99857
10217,1.55,1.725,103.0,-76.00183
10218,1.55,1.775,103.0,-76.00313299999999
10219,1.55,1.825,103.0,-76.002797
10220,1.55,1.875,103.0,-76.001092
10221,1.55,1.925,103.0,-75.99824699999999
10222,1.55,1.975,103.0,-75.994455
10223,1.55,2.025,103.0,-75.98988299999999
10224,1.55,2.075,103.0,-75.98467099999999
10225,1.55,2.125,103.0,-75.978938
10226,1.6,1.325,103.0,-75.888576
10227,1.6,1.375,103.0,-75.921097
10228,1.6,1.425,103.0,-75.946968
10229,1.6,1.475,103.0,-75.967264
10230,1.6,1.525,103.0,-75.982879
10231,1.6,1.575,103.0,-75.994561
10232,1.6,1.625,103.0,-76.002939
10233,1.6,1.675,103.0,-76.008539
10234,1.6,1.725,103.0,-76.011806
10235,1.6,1.775,103.0,-76.01311700000001
10236,1.6,1.825,103.0,-76.012789
10237,1.6,1.875,103.0,-76.011092
10238,1.6,1.925,103.0,-76.008256
10239,1.6,1.975,103.0,-76.004475
10240,1.6,2.025,103.0,-75.999914
10241,1.6,2.075,103.0,-75.994713
10242,1.6,2.125,103.0,-75.98899399999999
10243,1.65,1.325,103.0,-75.895448
10244,1.65,1.375,103.0,-75.927983
10245,1.65,1.425,103.0,-75.953867
10246,1.65,1.475,103.0,-75.974172
10247,1.65,1.525,103.0,-75.989796
10248,1.65,1.575,103.0,-76.001486
10249,1.65,1.625,103.0,-76.00987099999999
10250,1.65,1.675,103.0,-76.015478
10251,1.65,1.725,103.0,-76.018752
10252,1.65,1.775,103.0,-76.02006999999999
10253,1.65,1.825,103.0,-76.019749
10254,1.65,1.875,103.0,-76.018061
10255,1.65,1.925,103.0,-76.015233
10256,1.65,1.975,103.0,-76.011462
10257,1.65,2.025,103.0,-76.006911
10258,1.65,2.075,103.0,-76.001723
10259,1.65,2.125,103.0,-75.996016
10260,1.7,1.325,103.0,-75.899776
10261,1.7,1.375,103.0,-75.932325
10262,1.7,1.425,103.0,-75.95822
10263,1.7,1.475,103.0,-75.978536
10264,1.7,1.525,103.0,-75.994168
10265,1.7,1.575,103.0,-76.005866
10266,1.7,1.625,103.0,-76.014257
10267,1.7,1.675,103.0,-76.019871
10268,1.7,1.725,103.0,-76.023152
10269,1.7,1.775,103.0,-76.024476
10270,1.7,1.825,103.0,-76.024164
10271,1.7,1.875,103.0,-76.022483
10272,1.7,1.925,103.0,-76.019664
10273,1.7,1.975,103.0,-76.01590300000001
10274,1.7,2.025,103.0,-76.011363
10275,1.7,2.075,103.0,-76.006186
10276,1.7,2.125,103.0,-76.000491
10277,1.75,1.325,103.0,-75.90196800000001
10278,1.75,1.375,103.0,-75.934531
10279,1.75,1.425,103.0,-75.960437
10280,1.75,1.475,103.0,-75.980762
10281,1.75,1.525,103.0,-75.996402
10282,1.75,1.575,103.0,-76.008108
10283,1.75,1.625,103.0,-76.016506
10284,1.75,1.675,103.0,-76.022127
10285,1.75,1.725,103.0,-76.025415
10286,1.75,1.775,103.0,-76.026747
10287,1.75,1.825,103.0,-76.026441
10288,1.75,1.875,103.0,-76.02476899999999
10289,1.75,1.925,103.0,-76.021959
10290,1.75,1.975,103.0,-76.01820699999999
10291,1.75,2.025,103.0,-76.013678
10292,1.75,2.075,103.0,-76.008512
10293,1.75,2.125,103.0,-76.00283
10294,1.8,1.325,103.0,-75.902367
10295,1.8,1.375,103.0,-75.93494399999999
10296,1.8,1.425,103.0,-75.960861
10297,1.8,1.475,103.0,-75.981196
10298,1.8,1.525,103.0,-75.996845
10299,1.8,1.575,103.0,-76.00855899999999
10300,1.8,1.625,103.0,-76.016965
10301,1.8,1.675,103.0,-76.022593
10302,1.8,1.725,103.0,-76.025888
10303,1.8,1.775,103.0,-76.027227
10304,1.8,1.825,103.0,-76.02693000000001
10305,1.8,1.875,103.0,-76.025266
10306,1.8,1.925,103.0,-76.022465
10307,1.8,1.975,103.0,-76.018723
10308,1.8,2.025,103.0,-76.014204
10309,1.8,2.075,103.0,-76.00905
10310,1.8,2.125,103.0,-76.00337900000001
10311,1.85,1.325,103.0,-75.901266
10312,1.85,1.375,103.0,-75.93385699999999
10313,1.85,1.425,103.0,-75.959786
10314,1.85,1.475,103.0,-75.980131
10315,1.85,1.525,103.0,-75.99579
10316,1.85,1.575,103.0,-76.007511
10317,1.85,1.625,103.0,-76.015925
10318,1.85,1.675,103.0,-76.021561
10319,1.85,1.725,103.0,-76.02486400000001
10320,1.85,1.775,103.0,-76.026211
10321,1.85,1.825,103.0,-76.025922
10322,1.85,1.875,103.0,-76.024268
10323,1.85,1.925,103.0,-76.021476
10324,1.85,1.975,103.0,-76.017744
10325,1.85,2.025,103.0,-76.01323599999999
