,rh1,rh2,ang,energia
3710,1.308,1.808,103.5,-75.889619
3711,1.308,1.908,103.5,-75.885716
3712,1.308,2.008,103.5,-75.877735
3713,1.308,2.108,103.5,-75.866974
3714,1.308,2.208,103.5,-75.854375
3715,1.308,2.308,103.5,-75.840624
3716,1.308,2.408,103.5,-75.82622099999999
3717,1.308,2.508,103.5,-75.811532
3718,1.308,2.608,103.5,-75.796823
3719,1.308,2.708,103.5,-75.782285
3720,1.408,0.808,103.5,-74.562162
3721,1.408,0.908,103.5,-75.03675600000001
3722,1.408,1.008,103.5,-75.356999
3723,1.408,1.108,103.5,-75.57349599999999
3724,1.408,1.208,103.5,-75.719217
3725,1.408,1.308,103.5,-75.81611
3726,1.408,1.408,103.5,-75.879011
3727,1.408,1.508,103.5,-75.91807800000001
3728,1.408,1.608,103.5,-75.940347
3729,1.408,1.708,103.5,-75.95074699999999
3730,1.408,1.808,103.5,-75.952774
3731,1.408,1.908,103.5,-75.948929
3732,1.408,2.008,103.5,-75.941012
3733,1.408,2.108,103.5,-75.93032099999999
3734,1.408,2.208,103.5,-75.9178
3735,1.408,2.308,103.5,-75.904134
3736,1.408,2.408,103.5,-75.889822
3737,1.408,2.508,103.5,-75.875228
3738,1.408,2.608,103.5,-75.860614
3739,1.408,2.708,103.5,-75.84617
3740,1.508,0.808,103.5,-74.599824
3741,1.508,0.908,103.5,-75.074905
3742,1.508,1.008,103.5,-75.39549
3743,1.508,1.108,103.5,-75.61222099999999
3744,1.508,1.208,103.5,-75.7581
3745,1.508,1.308,103.5,-75.855101
3746,1.508,1.408,103.5,-75.91807800000001
3747,1.508,1.508,103.5,-75.957203
3748,1.508,1.608,103.5,-75.979518
3749,1.508,1.708,103.5,-75.989959
3750,1.508,1.808,103.5,-75.992028
3751,1.508,1.908,103.5,-75.988229
3752,1.508,2.008,103.5,-75.980362
3753,1.508,2.108,103.5,-75.96973100000001
3754,1.508,2.208,103.5,-75.957278
3755,1.508,2.308,103.5,-75.943686
3756,1.508,2.408,103.5,-75.929454
3757,1.508,2.508,103.5,-75.91494399999999
3758,1.508,2.608,103.5,-75.900416
3759,1.508,2.708,103.5,-75.886057
3760,1.608,0.808,103.5,-74.620862
3761,1.608,0.908,103.5,-75.09637
3762,1.608,1.008,103.5,-75.41725600000001
3763,1.608,1.108,103.5,-75.63419300000001
3764,1.608,1.208,103.5,-75.780211
3765,1.608,1.308,103.5,-75.877305
3766,1.608,1.408,103.5,-75.940347
3767,1.608,1.508,103.5,-75.979518
3768,1.608,1.608,103.5,-76.001869
3769,1.608,1.708,103.5,-76.012344
3770,1.608,1.808,103.5,-76.014447
3771,1.608,1.908,103.5,-76.01068599999999
3772,1.608,2.008,103.5,-76.002865
3773,1.608,2.108,103.5,-75.992286
3774,1.608,2.208,103.5,-75.979893
3775,1.608,2.308,103.5,-75.96637
3776,1.608,2.408,103.5,-75.952211
3777,1.608,2.508,103.5,-75.937776
3778,1.608,2.608,103.5,-75.923325
3779,1.608,2.708,103.5,-75.909042
3780,1.708,0.808,103.5,-74.630162
3781,1.708,0.908,103.5,-75.10604599999999
3782,1.708,1.008,103.5,-75.42720200000001
3783,1.708,1.108,103.5,-75.644326
3784,1.708,1.208,103.5,-75.79046899999999
3785,1.708,1.308,103.5,-75.887648
3786,1.708,1.408,103.5,-75.95074699999999
3787,1.708,1.508,103.5,-75.989959
3788,1.708,1.608,103.5,-76.012344
3789,1.708,1.708,103.5,-76.022849
3790,1.708,1.808,103.5,-76.024984
3791,1.708,1.908,103.5,-76.021259
3792,1.708,2.008,103.5,-76.013481
3793,1.708,2.108,103.5,-76.00295200000001
3794,1.708,2.208,103.5,-75.990616
3795,1.708,2.308,103.5,-75.97715500000001
3796,1.708,2.408,103.5,-75.963063
3797,1.708,2.508,103.5,-75.948698
3798,1.708,2.608,103.5,-75.93431700000001
3799,1.708,2.708,103.5,-75.920103
3800,1.808,0.808,103.5,-74.631189
3801,1.808,0.908,103.5,-75.10740600000001
3802,1.808,1.008,103.5,-75.42880500000001
3803,1.808,1.108,103.5,-75.64609899999999
3804,1.808,1.208,103.5,-75.79236
3805,1.808,1.308,103.5,-75.889619
3806,1.808,1.408,103.5,-75.952774
3807,1.808,1.508,103.5,-75.992028
3808,1.808,1.608,103.5,-76.014447
3809,1.808,1.708,103.5,-76.024984
3810,1.808,1.808,103.5,-76.027153
3811,1.808,1.908,103.5,-76.023466
3812,1.808,2.008,103.5,-76.01573
3813,1.808,2.108,103.5,-76.005251
3814,1.808,2.208,103.5,-75.99296899999999
3815,1.808,2.308,103.5,-75.979567
3816,1.808,2.408,103.5,-75.965537
3817,1.808,2.508,103.5,-75.951235
3818,1.808,2.608,103.5,-75.93691700000001
3819,1.808,2.708,103.5,-75.922764
3820,1.908,0.808,103.5,-74.62641500000001
3821,1.908,0.908,103.5,-75.102928
3822,1.908,1.008,103.5,-75.424548
3823,1.908,1.108,103.5,-75.642002
3824,1.908,1.208,103.5,-75.788377
3825,1.908,1.308,103.5,-75.885716
3826,1.908,1.408,103.5,-75.948929
3827,1.908,1.508,103.5,-75.988229
3828,1.908,1.608,103.5,-76.01068599999999
3829,1.908,1.708,103.5,-76.021259
3830,1.908,1.808,103.5,-76.023466
3831,1.908,1.908,103.5,-76.019819
3832,1.908,2.008,103.5,-76.012128
3833,1.908,2.108,103.5,-76.001698
3834,1.908,2.208,103.5,-75.989469
3835,1.908,2.308,103.5,-75.976123
3836,1.908,2.408,103.5,-75.962149
3837,1.908,2.508,103.5,-75.947905
3838,1.908,2.608,103.5,-75.933643
3839,1.908,2.708,103.5,-75.919543
3840,2.008,0.808,103.5,-74.617616
3841,2.008,0.908,103.5,-75.09439300000001
3842,2.008,1.008,103.5,-75.416218
3843,2.008,1.108,103.5,-75.633826
3844,2.008,1.208,103.5,-75.780313
3845,2.008,1.308,103.5,-75.877735
3846,2.008,1.408,103.5,-75.941012
3847,2.008,1.508,103.5,-75.980362
3848,2.008,1.608,103.5,-76.002865
3849,2.008,1.708,103.5,-76.013481
3850,2.008,1.808,103.5,-76.01573
3851,2.008,1.908,103.5,-76.012128
3852,2.008,2.008,103.5,-76.004485
3853,2.008,2.108,103.5,-75.99410400000001
3854,2.008,2.208,103.5,-75.981927
3855,2.008,2.308,103.5,-75.968633
3856,2.008,2.408,103.5,-75.954712
3857,2.008,2.508,103.5,-75.94051800000001
3858,2.008,2.608,103.5,-75.926305
3859,2.008,2.708,103.5,-75.912252
3860,2.108,0.808,103.5,-74.606076
3861,2.108,0.908,103.5,-75.08309
3862,2.108,1.008,103.5,-75.405106
3863,2.108,1.108,103.5,-75.622862
3864,2.108,1.208,103.5,-75.769464
3865,2.108,1.308,103.5,-75.866974
3866,2.108,1.408,103.5,-75.93032099999999
3867,2.108,1.508,103.5,-75.96973100000001
3868,2.108,1.608,103.5,-75.992286
3869,2.108,1.708,103.5,-76.00295200000001
3870,2.108,1.808,103.5,-76.005251
3871,2.108,1.908,103.5,-76.001698
3872,2.108,2.008,103.5,-75.99410400000001
3873,2.108,2.108,103.5,-75.983774
3874,2.108,2.208,103.5,-75.97164599999999
3875,2.108,2.308,103.5,-75.958401
3876,2.108,2.408,103.5,-75.94452700000001
3877,2.108,2.508,103.5,-75.93037700000001
3878,2.108,2.608,103.5,-75.916207
3879,2.108,2.708,103.5,-75.90219300000001
3880,2.208,0.808,103.5,-74.592726
3881,2.208,0.908,103.5,-75.06995400000001
3882,2.208,1.008,103.5,-75.392149
3883,2.208,1.108,103.5,-75.610052
3884,2.208,1.208,103.5,-75.75676999999999
3885,2.208,1.308,103.5,-75.854375
3886,2.208,1.408,103.5,-75.9178
3887,2.208,1.508,103.5,-75.957278
3888,2.208,1.608,103.5,-75.979893
3889,2.208,1.708,103.5,-75.990616
3890,2.208,1.808,103.5,-75.99296899999999
3891,2.208,1.908,103.5,-75.989469
3892,2.208,2.008,103.5,-75.981927
3893,2.208,2.108,103.5,-75.97164599999999
3894,2.208,2.208,103.5,-75.95956600000001
3895,2.208,2.308,103.5,-75.946366
3896,2.208,2.408,103.5,-75.93253399999999
3897,2.208,2.508,103.5,-75.918423
3898,2.208,2.608,103.5,-75.904288
3899,2.208,2.708,103.5,-75.89030600000001
3900,2.308,0.808,103.5,-74.578244
3901,2.308,0.908,103.5,-75.055667
3902,2.308,1.008,103.5,-75.37803199999999
3903,2.308,1.108,103.5,-75.59608
3904,2.308,1.208,103.5,-75.742919
3905,2.308,1.308,103.5,-75.840624
3906,2.308,1.408,103.5,-75.904134
3907,2.308,1.508,103.5,-75.943686
3908,2.308,1.608,103.5,-75.96637
3909,2.308,1.708,103.5,-75.97715500000001
3910,2.308,1.808,103.5,-75.979567
3911,2.308,1.908,103.5,-75.976123
3912,2.308,2.008,103.5,-75.968633
3913,2.308,2.108,103.5,-75.958401
3914,2.308,2.208,103.5,-75.946366
3915,2.308,2.308,103.5,-75.93320600000001
3916,2.308,2.408,103.5,-75.919411
3917,2.308,2.508,103.5,-75.905333
3918,2.308,2.608,103.5,-75.891227
3919,2.308,2.708,103.5,-75.877271
3920,2.408,0.808,103.5,-74.563129
3921,2.408,0.908,103.5,-75.04073100000001
3922,2.408,1.008,103.5,-75.363259
3923,2.408,1.108,103.5,-75.58145
3924,2.408,1.208,103.5,-75.728411
3925,2.408,1.308,103.5,-75.82622099999999
3926,2.408,1.408,103.5,-75.889822
3927,2.408,1.508,103.5,-75.929454
3928,2.408,1.608,103.5,-75.952211
3929,2.408,1.708,103.5,-75.963063
3930,2.408,1.808,103.5,-75.965537
3931,2.408,1.908,103.5,-75.962149
3932,2.408,2.008,103.5,-75.954712
3933,2.408,2.108,103.5,-75.94452700000001
3934,2.408,2.208,103.5,-75.93253399999999
3935,2.408,2.308,103.5,-75.919411
3936,2.408,2.408,103.5,-75.905647
3937,2.408,2.508,103.5,-75.891598
3938,2.408,2.608,103.5,-75.877515
3939,2.408,2.708,103.5,-75.863579
3940,2.508,0.808,103.5,-74.547751
3941,2.508,0.908,103.5,-75.02551700000001
3942,2.508,1.008,103.5,-75.3482
3943,2.508,1.108,103.5,-75.56653
3944,2.508,1.208,103.5,-75.713615
3945,2.508,1.308,103.5,-75.811532
3946,2.508,1.408,103.5,-75.875228
3947,2.508,1.508,103.5,-75.91494399999999
3948,2.508,1.608,103.5,-75.937776
3949,2.508,1.708,103.5,-75.948698
3950,2.508,1.808,103.5,-75.951235
3951,2.508,1.908,103.5,-75.947905
3952,2.508,2.008,103.5,-75.94051800000001
3953,2.508,2.108,103.5,-75.93037700000001
3954,2.508,2.208,103.5,-75.918423
3955,2.508,2.308,103.5,-75.905333
3956,2.508,2.408,103.5,-75.891598
3957,2.508,2.508,103.5,-75.87756999999999
3958,2.508,2.608,103.5,-75.863506
3959,2.508,2.708,103.5,-75.849585
3960,2.608,0.808,103.5,-74.53237800000001
3961,2.608,0.908,103.5,-75.010295
3962,2.608,1.008,103.5,-75.33312600000001
3963,2.608,1.108,103.5,-75.551592
3964,2.608,1.208,103.5,-75.698798
3965,2.608,1.308,103.5,-75.796823
3966,2.608,1.408,103.5,-75.860614
3967,2.608,1.508,103.5,-75.900416
3968,2.608,1.608,103.5,-75.923325
3969,2.608,1.708,103.5,-75.93431700000001
3970,2.608,1.808,103.5,-75.93691700000001
3971,2.608,1.908,103.5,-75.933643
3972,2.608,2.008,103.5,-75.926305
3973,2.608,2.108,103.5,-75.916207
3974,2.608,2.208,103.5,-75.904288
3975,2.608,2.308,103.5,-75.891227
3976,2.608,2.408,103.5,-75.877515
3977,2.608,2.508,103.5,-75.863506
3978,2.608,2.608,103.5,-75.849456
3979,2.608,2.708,103.5,-75.835546
3980,2.708,0.808,103.5,-74.517206
3981,2.708,0.908,103.5,-74.995264
3982,2.708,1.008,103.5,-75.31823299999999
3983,2.708,1.108,103.5,-75.53683000000001
3984,2.708,1.208,103.5,-75.684154
3985,2.708,1.308,103.5,-75.782285
3986,2.708,1.408,103.5,-75.84617
3987,2.708,1.508,103.5,-75.886057
3988,2.708,1.608,103.5,-75.909042
3989,2.708,1.708,103.5,-75.920103
3990,2.708,1.808,103.5,-75.922764
3991,2.708,1.908,103.5,-75.919543
3992,2.708,2.008,103.5,-75.912252
3993,2.708,2.108,103.5,-75.90219300000001
3994,2.708,2.208,103.5,-75.89030600000001
3995,2.708,2.308,103.5,-75.877271
3996,2.708,2.408,103.5,-75.863579
3997,2.708,2.508,103.5,-75.849585
3998,2.708,2.608,103.5,-75.835546
3999,2.708,2.708,103.5,-75.82164399999999
4000,0.808,0.808,104.5,-73.267269
4001,0.808,0.908,104.5,-73.735404
4002,0.808,1.008,104.5,-74.050901
4003,0.808,1.108,104.5,-74.263932
4004,0.808,1.208,104.5,-74.407036
4005,0.808,1.308,104.5,-74.501847
4006,0.808,1.408,104.5,-74.56300999999999
4007,0.808,1.508,104.5,-74.600575
4008,0.808,1.608,104.5,-74.62151300000001
4009,0.808,1.708,104.5,-74.630714
4010,0.808,1.808,104.5,-74.631642
4011,0.808,1.908,104.5,-74.62677
4012,0.808,2.008,104.5,-74.617878
4013,0.808,2.108,104.5,-74.606248
4014,0.808,2.208,104.5,-74.592814
4015,0.808,2.308,104.5,-74.57825600000001
4016,0.808,2.408,104.5,-74.563074
4017,0.808,2.508,104.5,-74.547636
4018,0.808,2.608,104.5,-74.532212
4019,0.808,2.708,104.5,-74.516998
4020,0.908,0.808,104.5,-73.735404
4021,0.908,0.908,104.5,-74.20540600000001
4022,0.908,1.008,104.5,-74.52233000000001
4023,0.908,1.108,104.5,-74.73643100000001
4024,0.908,1.208,104.5,-74.880359
4025,0.908,1.308,104.5,-74.975838
4026,0.908,1.408,104.5,-75.037565
4027,0.908,1.508,104.5,-75.075618
4028,0.908,1.608,104.5,-75.096985
4029,0.908,1.708,104.5,-75.106563
4030,0.908,1.808,104.5,-75.107824
4031,0.908,1.908,104.5,-75.103249
4032,0.908,2.008,104.5,-75.09462099999999
4033,0.908,2.108,104.5,-75.083229
4034,0.908,2.208,104.5,-75.07001
4035,0.908,2.308,104.5,-75.055647
4036,0.908,2.408,104.5,-75.040644
4037,0.908,2.508,104.5,-75.02537099999999
4038,0.908,2.608,104.5,-75.010099
4039,0.908,2.708,104.5,-74.995026
4040,1.008,0.808,104.5,-74.050901
4041,1.008,0.908,104.5,-74.52233000000001
4042,1.008,1.008,104.5,-74.840304
4043,1.008,1.108,104.5,-75.055174
4044,1.008,1.208,104.5,-75.199688
4045,1.008,1.308,104.5,-75.295637
4046,1.008,1.408,104.5,-75.357762
4047,1.008,1.508,104.5,-75.39616
4048,1.008,1.608,104.5,-75.41783000000001
4049,1.008,1.708,104.5,-75.42768000000001
4050,1.008,1.808,104.5,-75.429187
4051,1.008,1.908,104.5,-75.424835
4052,1.008,2.008,104.5,-75.416413
4053,1.008,2.108,104.5,-75.405214
4054,1.008,2.208,104.5,-75.392176
4055,1.008,2.308,104.5,-75.377985
4056,1.008,2.408,104.5,-75.363147
4057,1.008,2.508,104.5,-75.34803000000001
4058,1.008,2.608,104.5,-75.33290699999999
4059,1.008,2.708,104.5,-75.31797399999999
4060,1.108,0.808,104.5,-74.263932
4061,1.108,0.908,104.5,-74.73643100000001
4062,1.108,1.008,104.5,-75.055174
4063,1.108,1.108,104.5,-75.270599
4064,1.108,1.208,104.5,-75.41552800000001
4065,1.108,1.308,104.5,-75.51180699999999
4066,1.108,1.408,104.5,-75.574206
4067,1.108,1.508,104.5,-75.612841
4068,1.108,1.608,104.5,-75.634721
4069,1.108,1.708,104.5,-75.644761
4070,1.108,1.808,104.5,-75.64644100000001
4071,1.108,1.908,104.5,-75.642253
4072,1.108,2.008,104.5,-75.633987
4073,1.108,2.108,104.5,-75.62294
4074,1.108,2.208,104.5,-75.610051
4075,1.108,2.308,104.5,-75.596008
4076,1.108,2.408,104.5,-75.581315
4077,1.108,2.508,104.5,-75.56634
4078,1.108,2.608,104.5,-75.55135600000001
4079,1.108,2.708,104.5,-75.536555
4080,1.208,0.808,104.5,-74.407036
4081,1.208,0.908,104.5,-74.880359
4082,1.208,1.008,104.5,-75.199688
4083,1.208,1.108,104.5,-75.41552800000001
4084,1.208,1.208,104.5,-75.560762
4085,1.208,1.308,104.5,-75.657276
4086,1.208,1.408,104.5,-75.71986700000001
4087,1.208,1.508,104.5,-75.75866500000001
4088,1.208,1.608,104.5,-75.780689
4089,1.208,1.708,104.5,-75.790858
4090,1.208,1.808,104.5,-75.79266
4091,1.208,1.908,104.5,-75.788589
4092,1.208,2.008,104.5,-75.78044
4093,1.208,2.108,104.5,-75.769511
4094,1.208,2.208,104.5,-75.756743
4095,1.208,2.308,104.5,-75.742824
4096,1.208,2.408,104.5,-75.728257
4097,1.208,2.508,104.5,-75.713409
4098,1.208,2.608,104.5,-75.698548
4099,1.208,2.708,104.5,-75.683867
4100,1.308,0.808,104.5,-74.501847
4101,1.308,0.908,104.5,-74.975838
4102,1.308,1.008,104.5,-75.295637
4103,1.308,1.108,104.5,-75.51180699999999
4104,1.308,1.208,104.5,-75.657276
4105,1.308,1.308,104.5,-75.753966
4106,1.308,1.408,104.5,-75.816695
4107,1.308,1.508,104.5,-75.85560699999999
4108,1.308,1.608,104.5,-75.877729
4109,1.308,1.708,104.5,-75.887988
4110,1.308,1.808,104.5,-75.889875
4111,1.308,1.908,104.5,-75.885889
4112,1.308,2.008,104.5,-75.87782800000001
4113,1.308,2.108,104.5,-75.86699200000001
4114,1.308,2.208,104.5,-75.854323
4115,1.308,2.308,104.5,-75.840509
4116,1.308,2.408,104.5,-75.82605
4117,1.308,2.508,104.5,-75.811312
4118,1.308,2.608,104.5,-75.796562
4119,1.308,2.708,104.5,-75.781989
4120,1.408,0.808,104.5,-74.56300999999999
4121,1.408,0.908,104.5,-75.037565
4122,1.408,1.008,104.5,-75.357762
4123,1.408,1.108,104.5,-75.574206
4124,1.408,1.208,104.5,-75.71986700000001
4125,1.408,1.308,104.5,-75.816695
4126,1.408,1.408,104.5,-75.879527
4127,1.408,1.508,104.5,-75.918521
4128,1.408,1.608,104.5,-75.940713
4129,1.408,1.708,104.5,-75.951036
4130,1.408,1.808,104.5,-75.952985
4131,1.408,1.908,104.5,-75.949063
4132,1.408,2.008,104.5,-75.941071
4133,1.408,2.108,104.5,-75.93030999999999
4134,1.408,2.208,104.5,-75.91772399999999
4135,1.408,2.308,104.5,-75.903999
4136,1.408,2.408,104.5,-75.889635
4137,1.408,2.508,104.5,-75.874996
4138,1.408,2.608,104.5,-75.860344
4139,1.408,2.708,104.5,-75.84586800000001
4140,1.508,0.808,104.5,-74.600575
4141,1.508,0.908,104.5,-75.075618
4142,1.508,1.008,104.5,-75.39616
4143,1.508,1.108,104.5,-75.612841
4144,1.508,1.208,104.5,-75.75866500000001
4145,1.508,1.308,104.5,-75.85560699999999
4146,1.508,1.408,104.5,-75.918521
4147,1.508,1.508,104.5,-75.95757900000001
4148,1.508,1.608,104.5,-75.979823
4149,1.508,1.708,104.5,-75.990193
4150,1.508,1.808,104.5,-75.99219000000001
4151,1.508,1.908,104.5,-75.98831899999999
4152,1.508,2.008,104.5,-75.980384
4153,1.508,2.108,104.5,-75.969689
4154,1.508,2.208,104.5,-75.957176
4155,1.508,2.308,104.5,-75.94353100000001
4156,1.508,2.408,104.5,-75.929252
4157,1.508,2.508,104.5,-75.9147
4158,1.508,2.608,104.5,-75.900137
4159,1.508,2.708,104.5,-75.88574799999999
4160,1.608,0.808,104.5,-74.62151300000001
4161,1.608,0.908,104.5,-75.096985
4162,1.608,1.008,104.5,-75.41783000000001
4163,1.608,1.108,104.5,-75.634721
4164,1.608,1.208,104.5,-75.780689
4165,1.608,1.308,104.5,-75.877729
4166,1.608,1.408,104.5,-75.940713
4167,1.608,1.508,104.5,-75.979823
4168,1.608,1.608,104.5,-76.002111
4169,1.608,1.708,104.5,-76.01252
4170,1.608,1.808,104.5,-76.014558
4171,1.608,1.908,104.5,-76.01073199999999
4172,1.608,2.008,104.5,-76.002849
4173,1.608,2.108,104.5,-75.992212
4174,1.608,2.208,104.5,-75.979766
4175,1.608,2.308,104.5,-75.96619399999999
4176,1.608,2.408,104.5,-75.951992
4177,1.608,2.508,104.5,-75.93751999999999
4178,1.608,2.608,104.5,-75.923038
4179,1.608,2.708,104.5,-75.908728
4180,1.708,0.808,104.5,-74.630714
4181,1.708,0.908,104.5,-75.106563
4182,1.708,1.008,104.5,-75.42768000000001
4183,1.708,1.108,104.5,-75.644761
4184,1.708,1.208,104.5,-75.790858
4185,1.708,1.308,104.5,-75.887988
4186,1.708,1.408,104.5,-75.951036
4187,1.708,1.508,104.5,-75.990193
4188,1.708,1.608,104.5,-76.01252
4189,1.708,1.708,104.5,-76.02296700000001
4190,1.708,1.808,104.5,-76.02504300000001
4191,1.708,1.908,104.5,-76.02126
4192,1.708,2.008,104.5,-76.01342700000001
4193,1.708,2.108,104.5,-76.002847
4194,1.708,2.208,104.5,-75.990463
4195,1.708,2.308,104.5,-75.976959
4196,1.708,2.408,104.5,-75.962829
4197,1.708,2.508,104.5,-75.948431
4198,1.708,2.608,104.5,-75.934021
4199,1.708,2.708,104.5,-75.919783
4200,1.808,0.808,104.5,-74.631642
4201,1.808,0.908,104.5,-75.107824
4202,1.808,1.008,104.5,-75.429187
4203,1.808,1.108,104.5,-75.64644100000001
4204,1.808,1.208,104.5,-75.79266
4205,1.808,1.308,104.5,-75.889875
4206,1.808,1.408,104.5,-75.952985
4207,1.808,1.508,104.5,-75.99219000000001
4208,1.808,1.608,104.5,-76.014558
4209,1.808,1.708,104.5,-76.02504300000001
4210,1.808,1.808,104.5,-76.02716
4211,1.808,1.908,104.5,-76.023422
4212,1.808,2.008,104.5,-76.015638
4213,1.808,2.108,104.5,-76.005113
4214,1.808,2.208,104.5,-75.99279
4215,1.808,2.308,104.5,-75.97935
4216,1.808,2.408,104.5,-75.965287
4217,1.808,2.508,104.5,-75.950956
4218,1.808,2.608,104.5,-75.936613
4219,1.808,2.708,104.5,-75.922438
4220,1.908,0.808,104.5,-74.62677
4221,1.908,0.908,104.5,-75.103249
4222,1.908,1.008,104.5,-75.424835
4223,1.908,1.108,104.5,-75.642253
4224,1.908,1.208,104.5,-75.788589
4225,1.908,1.308,104.5,-75.885889
4226,1.908,1.408,104.5,-75.949063
4227,1.908,1.508,104.5,-75.98831899999999
4228,1.908,1.608,104.5,-76.01073199999999
4229,1.908,1.708,104.5,-76.02126
4230,1.908,1.808,104.5,-76.023422
4231,1.908,1.908,104.5,-76.01973100000001
4232,1.908,2.008,104.5,-76.011999
4233,1.908,2.108,104.5,-76.00153
4234,1.908,2.208,104.5,-75.989266
4235,1.908,2.308,104.5,-75.975887
4236,1.908,2.408,104.5,-75.961885
4237,1.908,2.508,104.5,-75.947615
4238,1.908,2.608,104.5,-75.93333100000001
4239,1.908,2.708,104.5,-75.919212
4240,2.008,0.808,104.5,-74.617878
4241,2.008,0.908,104.5,-75.09462099999999
4242,2.008,1.008,104.5,-75.416413
4243,2.008,1.108,104.5,-75.633987
4244,2.008,1.208,104.5,-75.78044
4245,2.008,1.308,104.5,-75.87782800000001
4246,2.008,1.408,104.5,-75.941071
4247,2.008,1.508,104.5,-75.980384
4248,2.008,1.608,104.5,-76.002849
4249,2.008,1.708,104.5,-76.01342700000001
4250,2.008,1.808,104.5,-76.015638
4251,2.008,1.908,104.5,-76.011999
4252,2.008,2.008,104.5,-76.00432099999999
4253,2.008,2.108,104.5,-75.993907
4254,2.008,2.208,104.5,-75.9817
4255,2.008,2.308,104.5,-75.968378
4256,2.008,2.408,104.5,-75.954433
4257,2.008,2.508,104.5,-75.940217
4258,2.008,2.608,104.5,-75.925985
4259,2.008,2.708,104.5,-75.911916
4260,2.108,0.808,104.5,-74.606248
4261,2.108,0.908,104.5,-75.083229
4262,2.108,1.008,104.5,-75.405214
4263,2.108,1.108,104.5,-75.62294
4264,2.108,1.208,104.5,-75.769511
4265,2.108,1.308,104.5,-75.86699200000001
4266,2.108,1.408,104.5,-75.93030999999999
4267,2.108,1.508,104.5,-75.969689
4268,2.108,1.608,104.5,-75.992212
4269,2.108,1.708,104.5,-76.002847
4270,2.108,1.808,104.5,-76.005113
4271,2.108,1.908,104.5,-76.00153
4272,2.108,2.008,104.5,-75.993907
4273,2.108,2.108,104.5,-75.98355
4274,2.108,2.208,104.5,-75.971397
4275,2.108,2.308,104.5,-75.958129
4276,2.108,2.408,104.5,-75.944234
4277,2.108,2.508,104.5,-75.930066
4278,2.108,2.608,104.5,-75.915879
4279,2.108,2.708,104.5,-75.90185100000001
4280,2.208,0.808,104.5,-74.592814
4281,2.208,0.908,104.5,-75.07001
4282,2.208,1.008,104.5,-75.392176
4283,2.208,1.108,104.5,-75.610051
4284,2.208,1.208,104.5,-75.756743
4285,2.208,1.308,104.5,-75.854323
4286,2.208,1.408,104.5,-75.91772399999999
4287,2.208,1.508,104.5,-75.957176
4288,2.208,1.608,104.5,-75.979766
4289,2.208,1.708,104.5,-75.990463
4290,2.208,1.808,104.5,-75.99279
4291,2.208,1.908,104.5,-75.989266
4292,2.208,2.008,104.5,-75.9817
4293,2.208,2.108,104.5,-75.971397
4294,2.208,2.208,104.5,-75.95929699999999
4295,2.208,2.308,104.5,-75.946077
4296,2.208,2.408,104.5,-75.93222800000001
4297,2.208,2.508,104.5,-75.918102
4298,2.208,2.608,104.5,-75.903953
4299,2.208,2.708,104.5,-75.88995899999999
4300,2.308,0.808,104.5,-74.57825600000001
4301,2.308,0.908,104.5,-75.055647
4302,2.308,1.008,104.5,-75.377985
4303,2.308,1.108,104.5,-75.596008
4304,2.308,1.208,104.5,-75.742824
4305,2.308,1.308,104.5,-75.840509
4306,2.308,1.408,104.5,-75.903999
4307,2.308,1.508,104.5,-75.94353100000001
4308,2.308,1.608,104.5,-75.96619399999999
4309,2.308,1.708,104.5,-75.976959
4310,2.308,1.808,104.5,-75.97935
4311,2.308,1.908,104.5,-75.975887
4312,2.308,2.008,104.5,-75.968378
4313,2.308,2.108,104.5,-75.958129
4314,2.308,2.208,104.5,-75.946077
4315,2.308,2.308,104.5,-75.932902
4316,2.308,2.408,104.5,-75.919093
4317,2.308,2.508,104.5,-75.90500300000001
4318,2.308,2.608,104.5,-75.890885
4319,2.308,2.708,104.5,-75.87692
4320,2.408,0.808,104.5,-74.563074
4321,2.408,0.908,104.5,-75.040644
4322,2.408,1.008,104.5,-75.363147
4323,2.408,1.108,104.5,-75.581315
4324,2.408,1.208,104.5,-75.728257
4325,2.408,1.308,104.5,-75.82605
4326,2.408,1.408,104.5,-75.889635
4327,2.408,1.508,104.5,-75.929252
4328,2.408,1.608,104.5,-75.951992
4329,2.408,1.708,104.5,-75.962829
4330,2.408,1.808,104.5,-75.965287
4331,2.408,1.908,104.5,-75.961885
4332,2.408,2.008,104.5,-75.954433
4333,2.408,2.108,104.5,-75.944234
4334,2.408,2.208,104.5,-75.93222800000001
4335,2.408,2.308,104.5,-75.919093
4336,2.408,2.408,104.5,-75.90531899999999
4337,2.408,2.508,104.5,-75.89125899999999
4338,2.408,2.608,104.5,-75.877167
4339,2.408,2.708,104.5,-75.863223
4340,2.508,0.808,104.5,-74.547636
4341,2.508,0.908,104.5,-75.02537099999999
4342,2.508,1.008,104.5,-75.34803000000001
4343,2.508,1.108,104.5,-75.56634
4344,2.508,1.208,104.5,-75.713409
4345,2.508,1.308,104.5,-75.811312
4346,2.508,1.408,104.5,-75.874996
4347,2.508,1.508,104.5,-75.9147
4348,2.508,1.608,104.5,-75.93751999999999
4349,2.508,1.708,104.5,-75.948431
4350,2.508,1.808,104.5,-75.950956
4351,2.508,1.908,104.5,-75.947615
4352,2.508,2.008,104.5,-75.940217
4353,2.508,2.108,104.5,-75.930066
4354,2.508,2.208,104.5,-75.918102
